Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Season,Area
1974,24,Male,Skirt,Clothing,20,Maryland,Red,Fall,East
1975,27,Male,Gloves,Accessories,44,Tennessee,Peach,Winter,East
1976,53,Male,Jacket,Outerwear,77,Illinois,Turquoise,Fall,East
1977,32,Male,Handbag,Accessories,51,Wyoming,Pink,Spring,West
1978,24,Male,Sandals,Footwear,49,Florida,Teal,Summer,East
1979,45,Male,Sunglasses,Accessories,78,Massachusetts,Magenta,Spring,East
1980,49,Male,Jeans,Clothing,98,Tennessee,Blue,Spring,East
1981,51,Male,Sandals,Footwear,94,Iowa,Green,Winter,East
1982,69,Male,Shoes,Footwear,91,Michigan,Violet,Summer,East
1983,41,Male,Sunglasses,Accessories,77,Kansas,Turquoise,Summer,West
1984,59,Male,Scarf,Accessories,97,Georgia,Pink,Summer,East
1985,26,Male,Skirt,Clothing,58,West Virginia,Black,Summer,East
1986,23,Male,Gloves,Accessories,97,Tennessee,Gold,Spring,East
1987,62,Male,Coat,Outerwear,48,Arkansas,Green,Summer,East
1988,69,Male,Belt,Accessories,23,Vermont,White,Summer,East
1989,46,Male,Pants,Clothing,79,Virginia,Gold,Winter,East
1990,35,Male,Jewelry,Accessories,42,Maryland,Charcoal,Spring,East
1991,32,Male,Backpack,Accessories,95,Connecticut,White,Spring,East
1992,46,Male,Sneakers,Footwear,29,Missouri,Brown,Summer,East
1993,33,Male,Hoodie,Clothing,98,New Jersey,Gold,Winter,East
1994,32,Male,Blouse,Clothing,96,Arkansas,Purple,Spring,East
1995,33,Male,Sunglasses,Accessories,66,Nevada,Brown,Fall,West
1996,67,Male,Boots,Footwear,80,Missouri,Teal,Spring,East
1997,67,Male,Sneakers,Footwear,27,South Dakota,Indigo,Summer,West
1998,42,Male,Backpack,Accessories,25,Connecticut,Purple,Fall,East
1999,20,Male,Pants,Clothing,45,Vermont,Orange,Fall,East
2000,39,Male,Socks,Clothing,89,Tennessee,Indigo,Winter,East
2001,26,Male,Belt,Accessories,27,California,Lavender,Winter,West
2002,51,Male,Sunglasses,Accessories,90,Wyoming,Purple,Winter,West
2003,31,Male,Shirt,Clothing,65,New York,Red,Summer,East
2004,68,Male,Sneakers,Footwear,72,Maine,Blue,Spring,East
2005,44,Male,Shoes,Footwear,70,Georgia,Blue,Fall,East
2006,18,Male,Sandals,Footwear,82,Tennessee,Cyan,Winter,East
2007,58,Male,Scarf,Accessories,97,New Mexico,Pink,Fall,West
2008,26,Male,Shirt,Clothing,25,Virginia,Silver,Summer,East
2009,57,Male,Skirt,Clothing,48,Florida,Gray,Spring,East
2010,37,Male,Boots,Footwear,99,Alabama,Indigo,Summer,East
2011,24,Male,Sweater,Clothing,21,Texas,Maroon,Summer,West
2012,57,Male,Sandals,Footwear,94,West Virginia,Beige,Spring,East
2013,48,Male,Jeans,Clothing,53,Nevada,Green,Fall,West
2014,39,Male,Backpack,Accessories,70,Virginia,Peach,Winter,East
2015,51,Male,Skirt,Clothing,26,Wisconsin,Black,Summer,East
2016,57,Male,Belt,Accessories,82,Virginia,Pink,Summer,East
2017,53,Male,Shoes,Footwear,47,Maine,Violet,Winter,East
2018,70,Male,Socks,Clothing,32,Massachusetts,Green,Winter,East
2019,60,Male,Backpack,Accessories,97,Arkansas,Gold,Fall,East
2020,31,Male,Shirt,Clothing,68,Idaho,Red,Winter,West
2021,41,Male,Sweater,Clothing,23,Pennsylvania,Beige,Winter,East
2022,62,Male,Handbag,Accessories,33,Maine,Green,Winter,East
2023,59,Male,Jewelry,Accessories,38,Alabama,Black,Winter,East
2024,46,Male,Socks,Clothing,68,Idaho,Teal,Winter,West
2025,62,Male,Socks,Clothing,23,Arkansas,Silver,Fall,East
2026,42,Male,Shirt,Clothing,29,Delaware,Turquoise,Summer,East
2027,37,Male,Scarf,Accessories,35,Maine,Orange,Winter,East
2028,50,Male,Shoes,Footwear,73,Nebraska,Gold,Fall,West
2029,29,Male,Shoes,Footwear,84,Ohio,Purple,Fall,East
2030,25,Male,Scarf,Accessories,23,Montana,Pink,Spring,West
2031,66,Male,Sunglasses,Accessories,67,New Mexico,Green,Summer,West
2032,21,Male,Socks,Clothing,51,North Carolina,Charcoal,Spring,East
2033,46,Male,Blouse,Clothing,36,South Carolina,Maroon,Winter,East
2034,57,Male,Jeans,Clothing,55,Illinois,Olive,Summer,East
2035,61,Male,Shorts,Clothing,30,Alabama,Peach,Spring,East
2036,53,Male,T-shirt,Clothing,70,Oklahoma,Yellow,Summer,West
2037,37,Male,Blouse,Clothing,63,Minnesota,Lavender,Winter,East
2038,39,Male,Belt,Accessories,87,Illinois,Green,Summer,East
2039,53,Male,Blouse,Clothing,70,Arkansas,Orange,Spring,East
2040,35,Male,T-shirt,Clothing,51,Minnesota,Olive,Spring,East
2041,69,Male,Jewelry,Accessories,25,South Carolina,Gray,Spring,East
2042,66,Male,Jacket,Outerwear,32,New York,Lavender,Winter,East
2043,19,Male,Shoes,Footwear,52,Alabama,Red,Spring,East
2044,47,Male,Gloves,Accessories,33,New York,Charcoal,Summer,East
2045,49,Male,Jeans,Clothing,68,Missouri,Orange,Spring,East
2046,31,Male,Jewelry,Accessories,20,Georgia,Red,Fall,East
2047,39,Male,Pants,Clothing,32,Oklahoma,Maroon,Winter,West
2048,58,Male,Jewelry,Accessories,82,Connecticut,Silver,Summer,East
2049,45,Male,Sneakers,Footwear,64,Michigan,Pink,Winter,East
2050,68,Male,Boots,Footwear,24,Rhode Island,Blue,Fall,East
2051,35,Male,Hat,Accessories,96,Mississippi,Teal,Summer,East
2052,65,Male,T-shirt,Clothing,94,Massachusetts,Black,Spring,East
2053,45,Male,Backpack,Accessories,48,New Hampshire,Gray,Winter,East
2054,19,Male,Sunglasses,Accessories,60,Wyoming,Purple,Spring,West
2055,65,Male,Sweater,Clothing,56,New Jersey,Gold,Spring,East
2056,28,Male,Handbag,Accessories,33,Texas,Silver,Fall,West
2057,55,Male,Backpack,Accessories,46,Minnesota,Blue,Spring,East
2058,66,Male,Socks,Clothing,37,South Dakota,Yellow,Spring,West
2059,29,Male,Shirt,Clothing,98,Washington,Brown,Winter,West
2060,56,Male,Shorts,Clothing,50,California,Beige,Spring,West
2061,21,Male,Belt,Accessories,63,Wisconsin,Blue,Fall,East
2062,32,Male,Sweater,Clothing,70,Michigan,Magenta,Summer,East
2063,54,Male,Coat,Outerwear,63,South Carolina,Silver,Fall,East
2064,61,Male,Shorts,Clothing,86,Indiana,Cyan,Fall,East
2065,31,Male,Shoes,Footwear,99,Arkansas,Green,Summer,East
2066,27,Male,Sneakers,Footwear,40,Oregon,Blue,Spring,West
2067,64,Male,Sneakers,Footwear,92,Illinois,Olive,Fall,East
2068,60,Male,Pants,Clothing,21,Maryland,Beige,Fall,East
2069,70,Male,Jewelry,Accessories,81,Vermont,Black,Summer,East
2070,36,Male,T-shirt,Clothing,82,Texas,Indigo,Fall,West
2071,56,Male,Jewelry,Accessories,88,Nebraska,Red,Spring,West
2072,69,Male,Jacket,Outerwear,100,South Carolina,Yellow,Fall,East
2073,39,Male,Backpack,Accessories,66,Massachusetts,Beige,Winter,East
2074,38,Male,Belt,Accessories,25,Texas,Green,Winter,West
2075,36,Male,Scarf,Accessories,53,Florida,White,Summer,East
2076,46,Male,Sweater,Clothing,28,South Carolina,Turquoise,Fall,East
2077,59,Male,Gloves,Accessories,23,Florida,Indigo,Fall,East
2078,64,Male,Scarf,Accessories,34,Nebraska,Orange,Fall,West
2080,32,Male,Jeans,Clothing,24,Montana,Violet,Summer,West
2081,29,Male,Sunglasses,Accessories,47,South Dakota,Gray,Fall,West
2082,24,Male,Coat,Outerwear,78,Alabama,Cyan,Spring,East
2083,41,Male,Jeans,Clothing,89,Arkansas,Yellow,Summer,East
2084,41,Male,Scarf,Accessories,59,Mississippi,Orange,Fall,East
2085,32,Male,Blouse,Clothing,94,Vermont,Brown,Summer,East
2086,69,Male,Jeans,Clothing,49,New York,Teal,Fall,East
2087,65,Male,Dress,Clothing,89,North Dakota,Beige,Summer,West
2088,54,Male,Hat,Accessories,91,Wisconsin,Blue,Summer,East
2089,39,Male,Sandals,Footwear,89,California,Orange,Spring,West
2090,37,Male,Jacket,Outerwear,57,Maryland,Gold,Spring,East
2091,51,Male,Socks,Clothing,71,Massachusetts,Teal,Winter,East
2092,26,Male,Jeans,Clothing,97,Washington,Beige,Fall,West
2093,42,Male,Sandals,Footwear,45,Minnesota,Silver,Fall,East
2094,21,Male,Dress,Clothing,91,Washington,Maroon,Spring,West
2095,53,Male,Socks,Clothing,25,South Carolina,Indigo,Spring,East
2096,36,Male,Hoodie,Clothing,63,New Mexico,Gray,Fall,West
2097,21,Male,Dress,Clothing,52,North Carolina,Blue,Summer,East
2098,33,Male,Sneakers,Footwear,43,Iowa,Cyan,Winter,East
2099,49,Male,T-shirt,Clothing,28,Louisiana,White,Summer,East
2100,31,Male,T-shirt,Clothing,78,Oklahoma,Green,Summer,West
2101,68,Male,Sweater,Clothing,31,Michigan,Silver,Spring,East
2102,49,Male,Shirt,Clothing,23,Oregon,Blue,Winter,West
2103,23,Male,Hat,Accessories,25,Idaho,Brown,Spring,West
2104,30,Male,Pants,Clothing,86,Indiana,Red,Summer,East
2105,53,Male,Shoes,Footwear,88,New Mexico,Gold,Spring,West
2106,65,Male,Gloves,Accessories,35,South Carolina,Silver,Spring,East
2107,60,Male,Jewelry,Accessories,34,Vermont,Gray,Fall,East
2108,46,Male,Pants,Clothing,75,Delaware,Black,Winter,East
2109,54,Male,Hoodie,Clothing,46,North Dakota,Beige,Winter,West
2110,59,Male,Jewelry,Accessories,31,California,Peach,Fall,West
2111,52,Male,Socks,Clothing,93,Montana,Cyan,Spring,West
2112,41,Male,Sunglasses,Accessories,85,Missouri,Pink,Spring,East
2113,43,Male,Belt,Accessories,68,Tennessee,Lavender,Fall,East
2114,63,Male,Dress,Clothing,40,Virginia,Brown,Spring,East
2115,37,Male,Shirt,Clothing,51,Vermont,Magenta,Winter,East
2116,44,Male,Scarf,Accessories,85,Rhode Island,Violet,Winter,East
2117,67,Male,Jacket,Outerwear,23,Kansas,Teal,Summer,West
2118,27,Male,Dress,Clothing,28,Colorado,Brown,Summer,West
2119,60,Male,Socks,Clothing,44,Georgia,Olive,Fall,East
2120,58,Male,Jewelry,Accessories,57,Nebraska,Indigo,Spring,West
2121,53,Male,Scarf,Accessories,98,Missouri,Red,Fall,East
2123,32,Male,Jacket,Outerwear,36,Virginia,Teal,Fall,East
2124,54,Male,Coat,Outerwear,71,Nebraska,Cyan,Spring,West
2125,47,Male,Skirt,Clothing,60,Rhode Island,Teal,Fall,East
2126,57,Male,Coat,Outerwear,87,New Hampshire,Beige,Fall,East
2127,63,Male,Shoes,Footwear,38,Alabama,Magenta,Winter,East
2128,70,Male,Boots,Footwear,45,North Carolina,Indigo,Spring,East
2129,62,Male,Coat,Outerwear,47,New Mexico,Cyan,Fall,West
2130,40,Male,Skirt,Clothing,57,Minnesota,Orange,Fall,East
2131,25,Male,Backpack,Accessories,68,Arizona,Violet,Summer,West
2132,19,Male,Shorts,Clothing,52,Montana,Red,Fall,West
2133,25,Male,Skirt,Clothing,87,Vermont,Magenta,Fall,East
2134,21,Male,Hat,Accessories,34,Maine,Olive,Summer,East
2135,55,Male,Sandals,Footwear,41,Virginia,Maroon,Winter,East
2136,34,Male,Sunglasses,Accessories,94,California,Yellow,Winter,West
2137,47,Male,Sunglasses,Accessories,93,New York,Red,Summer,East
2138,27,Male,Socks,Clothing,51,Indiana,Purple,Winter,East
2139,67,Male,Sweater,Clothing,42,Mississippi,Teal,Fall,East
2140,40,Male,Boots,Footwear,95,New York,Red,Winter,East
2141,53,Male,Handbag,Accessories,90,New Mexico,Brown,Fall,West
2142,24,Male,Dress,Clothing,98,Kentucky,Peach,Winter,East
2143,47,Male,Hat,Accessories,39,North Dakota,Maroon,Winter,West
2144,53,Male,Sandals,Footwear,66,Arkansas,Red,Fall,East
2145,47,Male,Shoes,Footwear,23,Maryland,Orange,Winter,East
2146,38,Male,Skirt,Clothing,73,Connecticut,White,Winter,East
2147,48,Male,Sunglasses,Accessories,23,Utah,White,Summer,West
2148,47,Male,Skirt,Clothing,43,Missouri,Charcoal,Fall,East
2149,19,Male,T-shirt,Clothing,45,Nebraska,Turquoise,Winter,West
2151,57,Male,Shirt,Clothing,40,Illinois,Orange,Spring,East
2152,70,Male,Jeans,Clothing,58,Vermont,Brown,Fall,East
2153,38,Male,Shorts,Clothing,48,New Jersey,Magenta,Summer,East
2154,35,Male,Shirt,Clothing,94,Kentucky,Violet,Fall,East
2155,46,Male,Scarf,Accessories,74,Wyoming,Violet,Spring,West
2157,38,Male,Skirt,Clothing,83,Missouri,Maroon,Winter,East
2158,41,Male,Handbag,Accessories,68,Mississippi,Turquoise,Winter,East
2159,19,Male,Gloves,Accessories,84,Massachusetts,Olive,Spring,East
2160,18,Male,Shirt,Clothing,58,Louisiana,Peach,Fall,East
2161,45,Male,Blouse,Clothing,92,West Virginia,Charcoal,Winter,East
2162,23,Male,Dress,Clothing,69,Washington,Peach,Summer,West
2163,60,Male,Shorts,Clothing,48,Oregon,Black,Summer,West
2164,52,Male,Shoes,Footwear,60,New York,Gray,Spring,East
2165,42,Male,Sandals,Footwear,20,Iowa,Olive,Winter,East
2166,29,Male,Pants,Clothing,55,Idaho,Turquoise,Summer,West
2167,31,Male,Jacket,Outerwear,88,New Jersey,Purple,Spring,East
2168,30,Male,Skirt,Clothing,48,Ohio,Green,Winter,East
2169,23,Male,Handbag,Accessories,74,Connecticut,Beige,Spring,East
2170,31,Male,Coat,Outerwear,42,Florida,Brown,Fall,East
2171,40,Male,Sweater,Clothing,32,South Carolina,Turquoise,Fall,East
2172,39,Male,Shorts,Clothing,98,Missouri,Yellow,Summer,East
2173,28,Male,Skirt,Clothing,89,Rhode Island,Lavender,Fall,East
2174,23,Male,Gloves,Accessories,97,Delaware,Cyan,Summer,East
2175,42,Male,Backpack,Accessories,49,Colorado,Olive,Spring,West
2176,68,Male,Dress,Clothing,50,Nebraska,Silver,Spring,West
2177,24,Male,Belt,Accessories,91,Vermont,Red,Winter,East
2178,24,Male,Gloves,Accessories,93,Montana,Green,Winter,West
2179,21,Male,Jewelry,Accessories,98,Florida,Gold,Summer,East
2180,49,Male,Socks,Clothing,82,Delaware,Lavender,Fall,East
2181,41,Male,Coat,Outerwear,37,Connecticut,Yellow,Summer,East
2183,42,Male,Blouse,Clothing,99,New Mexico,Maroon,Winter,West
2184,30,Male,Shorts,Clothing,37,Kansas,Maroon,Spring,West
2185,38,Male,Shoes,Footwear,34,Nevada,Gold,Spring,West
2186,40,Male,Shorts,Clothing,32,North Carolina,Violet,Winter,East
2187,55,Male,Sandals,Footwear,23,New Mexico,Teal,Winter,West
2188,37,Male,Blouse,Clothing,78,Idaho,Violet,Spring,West
2189,41,Male,Coat,Outerwear,54,California,Brown,Winter,West
2190,38,Male,Blouse,Clothing,94,Wisconsin,Brown,Fall,East
2192,26,Male,Blouse,Clothing,69,Pennsylvania,Maroon,Summer,East
2193,41,Male,Scarf,Accessories,35,Virginia,Yellow,Winter,East
2194,27,Male,Shirt,Clothing,78,California,Turquoise,Spring,West
2195,61,Male,Socks,Clothing,29,Kentucky,Silver,Summer,East
2196,58,Male,Jeans,Clothing,62,New York,Brown,Fall,East
2197,25,Male,Dress,Clothing,58,Vermont,Gray,Spring,East
2198,33,Male,Boots,Footwear,88,Pennsylvania,Indigo,Summer,East
2199,57,Male,Scarf,Accessories,80,New York,Turquoise,Summer,East
2200,39,Male,Scarf,Accessories,47,North Carolina,Maroon,Summer,East
2201,60,Male,Gloves,Accessories,51,Wyoming,Charcoal,Summer,West
2202,39,Male,Pants,Clothing,25,Ohio,Peach,Spring,East
2203,42,Male,Dress,Clothing,36,Alabama,Red,Summer,East
2204,53,Male,Dress,Clothing,79,Rhode Island,Indigo,Winter,East
2205,20,Male,Jeans,Clothing,41,Oregon,Lavender,Winter,West
2206,46,Male,Sweater,Clothing,68,North Dakota,Red,Fall,West
2207,46,Male,Sandals,Footwear,51,Illinois,Green,Spring,East
2208,69,Male,Handbag,Accessories,38,New Mexico,Gray,Fall,West
2209,28,Male,Scarf,Accessories,46,Colorado,Violet,Summer,West
2210,42,Male,Sandals,Footwear,20,Utah,Beige,Summer,West
2211,30,Male,Sunglasses,Accessories,25,Virginia,Orange,Summer,East
2212,50,Male,Sweater,Clothing,89,Maine,Purple,Winter,East
2213,59,Male,Pants,Clothing,77,Nebraska,Brown,Winter,West
2215,50,Male,Belt,Accessories,100,Idaho,Gold,Fall,West
2216,25,Male,Sandals,Footwear,96,West Virginia,Indigo,Winter,East
2217,41,Male,Pants,Clothing,36,Vermont,Silver,Winter,East
2218,35,Male,Jewelry,Accessories,27,Indiana,Red,Fall,East
2219,67,Male,Sunglasses,Accessories,67,Idaho,Magenta,Winter,West
2220,33,Male,Blouse,Clothing,91,Minnesota,Purple,Fall,East
2221,19,Male,Belt,Accessories,62,Wyoming,Beige,Fall,West
2222,25,Male,Shorts,Clothing,88,Kansas,White,Fall,West
2223,32,Male,Pants,Clothing,66,Georgia,Teal,Summer,East
2224,30,Male,Sandals,Footwear,65,Kansas,Gray,Fall,West
2225,18,Male,Gloves,Accessories,25,Nebraska,Charcoal,Winter,West
2226,38,Male,Belt,Accessories,64,Washington,Olive,Spring,West
2227,22,Male,Shirt,Clothing,72,Missouri,Blue,Spring,East
2228,40,Male,Scarf,Accessories,74,Washington,Gray,Summer,West
2229,54,Male,Gloves,Accessories,50,Kansas,Green,Fall,West
2230,70,Male,Pants,Clothing,97,Minnesota,Silver,Fall,East
2231,52,Male,Sneakers,Footwear,36,Colorado,Teal,Spring,West
2232,34,Male,Jacket,Outerwear,49,Utah,Beige,Fall,West
2233,65,Male,Shoes,Footwear,64,North Carolina,Lavender,Spring,East
2234,38,Male,Blouse,Clothing,31,Florida,Gray,Summer,East
2235,35,Male,Boots,Footwear,66,New Hampshire,Yellow,Winter,East
2236,40,Male,Socks,Clothing,82,Illinois,Gray,Spring,East
2237,23,Male,T-shirt,Clothing,88,Louisiana,Yellow,Winter,East
2238,45,Male,Sandals,Footwear,34,Alabama,Black,Summer,East
2239,40,Male,Sneakers,Footwear,84,Florida,Beige,Winter,East
2240,42,Male,Jewelry,Accessories,96,Alabama,Indigo,Summer,East
2241,57,Male,Sandals,Footwear,71,California,Green,Winter,West
2242,18,Male,Jacket,Outerwear,77,Maryland,Purple,Summer,East
2243,18,Male,Skirt,Clothing,66,Nevada,Orange,Spring,West
2244,56,Male,Shirt,Clothing,21,Massachusetts,Teal,Winter,East
2245,35,Male,Shorts,Clothing,37,South Carolina,Gold,Summer,East
2246,49,Male,Socks,Clothing,90,Delaware,Gray,Fall,East
2248,34,Male,Jewelry,Accessories,37,Florida,Teal,Summer,East
2249,63,Male,T-shirt,Clothing,66,Rhode Island,Violet,Winter,East
2250,42,Male,Gloves,Accessories,45,Wyoming,Indigo,Spring,West
2251,41,Male,Shoes,Footwear,89,Colorado,Pink,Summer,West
2252,26,Male,Shoes,Footwear,94,Virginia,Gold,Fall,East
2253,48,Male,Shoes,Footwear,96,Nebraska,Maroon,Summer,West
2254,62,Male,Hoodie,Clothing,31,Oklahoma,Brown,Spring,West
2255,24,Male,Belt,Accessories,79,North Dakota,Gold,Winter,West
2256,48,Male,Coat,Outerwear,39,Michigan,Teal,Spring,East
2257,31,Male,Blouse,Clothing,22,California,Turquoise,Fall,West
2258,41,Male,Skirt,Clothing,32,Tennessee,Olive,Fall,East
2259,24,Male,T-shirt,Clothing,71,Ohio,Cyan,Winter,East
2260,60,Male,Jeans,Clothing,96,Florida,Beige,Spring,East
2261,38,Male,Scarf,Accessories,82,Missouri,Blue,Fall,East
2262,58,Male,Backpack,Accessories,76,South Carolina,Gold,Spring,East
2263,53,Male,Backpack,Accessories,22,Arizona,Green,Winter,West
2264,44,Male,Scarf,Accessories,40,Indiana,Green,Winter,East
2265,51,Male,Hat,Accessories,92,North Dakota,Turquoise,Summer,West
2266,36,Male,Coat,Outerwear,94,Montana,Yellow,Fall,West
2267,20,Male,Dress,Clothing,44,Missouri,Yellow,Fall,East
2268,32,Male,Gloves,Accessories,49,Kentucky,Blue,Spring,East
2269,66,Male,Sweater,Clothing,26,Georgia,Charcoal,Spring,East
2270,49,Male,Skirt,Clothing,38,Kentucky,Yellow,Fall,East
2271,27,Male,Blouse,Clothing,72,Georgia,Purple,Spring,East
2273,29,Male,Jacket,Outerwear,38,Maine,Charcoal,Spring,East
2274,55,Male,Coat,Outerwear,96,New Mexico,Silver,Winter,West
2275,57,Male,Dress,Clothing,27,New York,Turquoise,Spring,East
2276,29,Male,Shorts,Clothing,24,Oklahoma,Gray,Winter,West
2277,31,Male,Jeans,Clothing,82,Wyoming,Red,Summer,West
2278,25,Male,Hat,Accessories,56,Alabama,Beige,Summer,East
2279,61,Male,Gloves,Accessories,25,Maryland,Maroon,Fall,East
2280,53,Male,Sneakers,Footwear,67,West Virginia,Indigo,Spring,East
2281,22,Male,Shoes,Footwear,21,Kentucky,Red,Summer,East
2282,28,Male,Hoodie,Clothing,27,Kansas,Maroon,Summer,West
2283,18,Male,Sneakers,Footwear,97,Idaho,Red,Fall,West
2284,44,Male,Handbag,Accessories,45,Ohio,Black,Winter,East
2285,32,Male,Blouse,Clothing,63,Iowa,Black,Fall,East
2286,34,Male,Belt,Accessories,100,Michigan,Pink,Summer,East
2287,67,Male,Socks,Clothing,38,South Dakota,Blue,Spring,West
2288,66,Male,Blouse,Clothing,45,Nebraska,Green,Summer,West
2289,28,Male,Jewelry,Accessories,91,California,Orange,Fall,West
2290,70,Male,Shorts,Clothing,82,Nevada,Orange,Fall,West
2291,37,Male,Boots,Footwear,48,Kansas,Magenta,Winter,West
2292,28,Male,Coat,Outerwear,30,Ohio,Indigo,Spring,East
2293,43,Male,T-shirt,Clothing,34,Vermont,Beige,Spring,East
2294,37,Male,Sweater,Clothing,68,Georgia,Green,Fall,East
2295,54,Male,Sunglasses,Accessories,95,Maryland,Red,Winter,East
2296,50,Male,Hat,Accessories,22,Connecticut,Beige,Spring,East
2297,46,Male,Gloves,Accessories,88,Washington,Green,Fall,West
2298,60,Male,Socks,Clothing,83,California,Orange,Summer,West
2299,40,Male,Handbag,Accessories,87,Montana,Cyan,Spring,West
2300,64,Male,Coat,Outerwear,57,Idaho,Violet,Summer,West
2301,18,Male,Coat,Outerwear,88,Pennsylvania,Lavender,Summer,East
2302,37,Male,Pants,Clothing,20,Maine,Turquoise,Winter,East
2303,36,Male,Belt,Accessories,39,Montana,Pink,Summer,West
2304,51,Male,Sunglasses,Accessories,71,New Jersey,Beige,Spring,East
2305,26,Male,Hoodie,Clothing,73,Louisiana,Silver,Winter,East
2306,68,Male,Handbag,Accessories,63,Maine,Gold,Summer,East
2307,27,Male,Gloves,Accessories,78,Florida,Silver,Winter,East
2308,28,Male,Skirt,Clothing,96,Missouri,Green,Fall,East
2309,49,Male,Sunglasses,Accessories,81,North Dakota,Teal,Winter,West
2310,70,Male,Dress,Clothing,95,Connecticut,Gold,Fall,East
2311,30,Male,Gloves,Accessories,68,Virginia,Cyan,Spring,East
2312,27,Male,Sneakers,Footwear,28,Montana,Gold,Spring,West
2313,19,Male,T-shirt,Clothing,30,Vermont,Violet,Summer,East
2314,64,Male,Dress,Clothing,31,Georgia,Black,Summer,East
2315,42,Male,Handbag,Accessories,95,Virginia,Brown,Winter,East
2316,69,Male,Socks,Clothing,79,Vermont,Indigo,Winter,East
2317,28,Male,Sneakers,Footwear,39,Montana,Yellow,Winter,West
2318,47,Male,Jacket,Outerwear,34,New Jersey,Purple,Summer,East
2319,69,Male,Hoodie,Clothing,28,Wyoming,White,Spring,West
2320,56,Male,Sandals,Footwear,38,Maine,Turquoise,Winter,East
2321,28,Male,Shoes,Footwear,55,New Mexico,Olive,Spring,West
2322,50,Male,Sandals,Footwear,31,Colorado,Beige,Winter,West
2323,39,Male,Coat,Outerwear,84,Connecticut,Lavender,Spring,East
2324,35,Male,Gloves,Accessories,93,Maryland,White,Winter,East
2325,59,Male,Coat,Outerwear,28,Oregon,Brown,Winter,West
2326,44,Male,Boots,Footwear,55,New York,Charcoal,Summer,East
2327,66,Male,Skirt,Clothing,63,Oklahoma,Maroon,Winter,West
2328,20,Male,Skirt,Clothing,94,Alabama,Red,Winter,East
2329,45,Male,Pants,Clothing,36,North Dakota,Maroon,Fall,West
2330,49,Male,Hat,Accessories,97,Nebraska,Teal,Spring,West
2331,60,Male,Backpack,Accessories,63,Arizona,Orange,Summer,West
2332,61,Male,Scarf,Accessories,77,Illinois,Olive,Spring,East
2333,36,Male,Scarf,Accessories,53,South Carolina,Olive,Fall,East
2334,33,Male,Shirt,Clothing,77,Kansas,Beige,Spring,West
2335,49,Male,Boots,Footwear,79,Kansas,Green,Summer,West
2336,31,Male,Coat,Outerwear,37,Idaho,Black,Summer,West
2337,19,Male,Belt,Accessories,94,California,Green,Winter,West
2338,39,Male,Boots,Footwear,76,North Dakota,Violet,Fall,West
2339,66,Male,Sneakers,Footwear,68,Georgia,Silver,Fall,East
2340,25,Male,Shirt,Clothing,65,Illinois,Maroon,Spring,East
2341,63,Male,Blouse,Clothing,24,Delaware,Cyan,Summer,East
2342,56,Male,Jacket,Outerwear,31,Connecticut,Teal,Summer,East
2343,20,Male,Skirt,Clothing,89,Tennessee,Olive,Fall,East
2344,58,Male,Socks,Clothing,49,Maryland,Red,Summer,East
2345,34,Male,Sandals,Footwear,92,Rhode Island,Lavender,Fall,East
2346,28,Male,T-shirt,Clothing,32,New York,Orange,Winter,East
2347,22,Male,Jacket,Outerwear,67,New Mexico,Brown,Winter,West
2348,37,Male,Belt,Accessories,64,California,Gray,Fall,West
2349,54,Male,Shoes,Footwear,84,Maine,Orange,Spring,East
2350,65,Male,Blouse,Clothing,34,New York,Orange,Fall,East
2352,38,Male,Sweater,Clothing,50,New Hampshire,Cyan,Fall,East
2353,70,Male,Boots,Footwear,46,Nebraska,Yellow,Fall,West
2354,56,Male,Handbag,Accessories,71,Montana,White,Fall,West
2355,56,Male,Blouse,Clothing,78,Wisconsin,Blue,Summer,East
2356,22,Male,Skirt,Clothing,35,Tennessee,Purple,Winter,East
2357,57,Male,Backpack,Accessories,58,Montana,Gray,Summer,West
2358,53,Male,Shirt,Clothing,67,Michigan,Cyan,Fall,East
2359,53,Male,Sweater,Clothing,93,Texas,Pink,Spring,West
2360,19,Male,Scarf,Accessories,81,Pennsylvania,Gold,Spring,East
2361,49,Male,Handbag,Accessories,80,New York,Silver,Fall,East
2362,44,Male,Scarf,Accessories,64,Alabama,Gray,Spring,East
2363,27,Male,Jeans,Clothing,41,Virginia,Brown,Fall,East
2364,60,Male,Socks,Clothing,79,Pennsylvania,Pink,Winter,East
2365,62,Male,Sunglasses,Accessories,60,Mississippi,Maroon,Winter,East
2366,52,Male,Sneakers,Footwear,91,Wyoming,Peach,Winter,West
2367,30,Male,Shoes,Footwear,66,New Mexico,Brown,Winter,West
2368,66,Male,Socks,Clothing,85,North Dakota,Green,Winter,West
2369,29,Male,Sunglasses,Accessories,38,New Jersey,Lavender,Summer,East
2370,24,Male,Sweater,Clothing,23,Vermont,Cyan,Winter,East
2372,67,Male,Socks,Clothing,25,Indiana,Charcoal,Winter,East
2373,50,Male,Boots,Footwear,39,Alabama,Silver,Spring,East
2374,37,Male,Hoodie,Clothing,20,Michigan,Gray,Spring,East
2375,69,Male,Gloves,Accessories,73,Washington,Peach,Winter,West
2376,60,Male,Backpack,Accessories,63,Virginia,Peach,Fall,East
2377,21,Male,Gloves,Accessories,94,Tennessee,Cyan,Spring,East
2378,44,Male,Blouse,Clothing,94,South Dakota,Magenta,Fall,West
